key,name
602.73,Gastos de importación
602.74,Comisiones sobre ventas
602.75,Comisiones por tarjetas de crédito
602.76,Patentes y marcas
602.77,Uniformes
602.78,Prediales
602.79,Gastos de venta de urbanización
602.80,Gastos de venta de construcción
602.81,Fletes del extranjero
602.82,Recolección de bienes del sector agropecuario y/o ganadero
602.83,Gastos no deducibles (sin requisitos fiscales)
602.84,Otros gastos de venta
603,Gastos de administración
603.01,Sueldos y salarios
603.02,Compensaciones
603.03,Tiempos extras
603.04,Premios de asistencia
603.05,Premios de puntualidad
603.06,Vacaciones
603.07,Prima vacacional
603.08,Prima dominical
603.09,Días festivos
603.10,Gratificaciones
603.11,Primas de antigüedad
603.12,Aguinaldo
603.13,Indemnizaciones
603.14,Destajo
603.15,Despensa
603.16,Transporte
603.17,Servicio médico
603.18,Ayuda en gastos funerarios
603.19,Fondo de ahorro
603.20,Cuotas sindicales
603.21,PTU
603.22,Estímulo al personal
603.23,Previsión social
603.24,Aportaciones para el plan de jubilación
603.25,Otras prestaciones al personal
603.26,Cuotas al IMSS
603.27,Aportaciones al infonavit
603.28,Aportaciones al SAR
603.29,Impuesto estatal sobre nóminas
603.30,Otras aportaciones
603.31,Asimilados a salarios
603.32,Servicios administrativos
603.33,Servicios administrativos partes relacionadas
603.34,Honorarios a personas físicas residentes nacionales
603.35,Honorarios a personas físicas residentes nacionales partes relacionadas
603.36,Honorarios a personas físicas residentes del extranjero
603.37,Honorarios a personas físicas residentes del extranjero partes relacionadas
603.38,Honorarios a personas morales residentes nacionales
603.39,Honorarios a personas morales residentes nacionales partes relacionadas
603.40,Honorarios a personas morales residentes del extranjero
603.41,Honorarios a personas morales residentes del extranjero partes relacionadas
603.42,Honorarios aduanales personas físicas
603.43,Honorarios aduanales personas morales
603.44,Honorarios al consejo de administración
603.45,Arrendamiento a personas físicas residentes nacionales
603.46,Arrendamiento a personas morales residentes nacionales
603.47,Arrendamiento a residentes del extranjero
603.48,Combustibles y lubricantes
603.49,Viáticos y gastos de viaje
603.50,"Teléfono, internet"
603.51,Agua
603.52,Energía eléctrica
603.53,Vigilancia y seguridad
603.54,Limpieza
603.55,Papelería y artículos de oficina
603.56,Mantenimiento y conservación
603.57,Seguros y fianzas
603.58,Otros impuestos y derechos
603.59,Recargos fiscales
603.60,Cuotas y suscripciones
603.61,Propaganda y publicidad
603.62,Capacitación al personal
603.63,Donativos y ayudas
603.64,Asistencia técnica
603.65,Regalías sujetas a otros porcentajes
603.66,Regalías sujetas al 5%
603.67,Regalías sujetas al 10%
603.68,Regalías sujetas al 15%
603.69,Regalías sujetas al 25%
603.70,Regalías sujetas al 30%
603.71,Regalías sin retención
603.72,Fletes y acarreos
603.73,Gastos de importación
603.74,Patentes y marcas
603.75,Uniformes
603.76,Prediales
603.77,Gastos de administración de urbanización
603.78,Gastos de administración de construcción
603.79,Fletes del extranjero
603.80,Recolección de bienes del sector agropecuario y/o ganadero
603.81,Gastos no deducibles (sin requisitos fiscales)
603.82,Otros gastos de administración
604,Gastos de fabricación
604.01,Sueldos y salarios
604.02,Compensaciones
604.03,Tiempos extras
604.04,Premios de asistencia
604.05,Premios de puntualidad
604.06,Vacaciones
604.07,Prima vacacional
604.08,Prima dominical
604.09,Días festivos
604.10,Gratificaciones
604.11,Primas de antigüedad
604.12,Aguinaldo
604.13,Indemnizaciones
604.14,Destajo
604.15,Despensa
604.16,Transporte
604.17,Servicio médico
604.18,Ayuda en gastos funerarios
604.19,Fondo de ahorro
604.20,Cuotas sindicales
604.21,PTU
604.22,Estímulo al personal
604.23,Previsión social
604.24,Aportaciones para el plan de jubilación
604.25,Otras prestaciones al personal
604.26,Cuotas al IMSS
604.27,Aportaciones al infonavit
604.28,Aportaciones al SAR
604.29,Impuesto estatal sobre nóminas
604.30,Otras aportaciones
604.31,Asimilados a salarios
604.32,Servicios administrativos
604.33,Servicios administrativos partes relacionadas
604.34,Honorarios a personas físicas residentes nacionales
604.35,Honorarios a personas físicas residentes nacionales partes relacionadas
604.36,Honorarios a personas físicas residentes del extranjero
604.37,Honorarios a personas físicas residentes del extranjero partes relacionadas
604.38,Honorarios a personas morales residentes nacionales
604.39,Honorarios a personas morales residentes nacionales partes relacionadas
604.40,Honorarios a personas morales residentes del extranjero
604.41,Honorarios a personas morales residentes del extranjero partes relacionadas
604.42,Honorarios aduanales personas físicas
604.43,Honorarios aduanales personas morales
604.44,Honorarios al consejo de administración
604.45,Arrendamiento a personas físicas residentes nacionales
604.46,Arrendamiento a personas morales residentes nacionales
604.47,Arrendamiento a residentes del extranjero
604.48,Combustibles y lubricantes
604.49,Viáticos y gastos de viaje
604.50,"Teléfono, internet"
604.51,Agua
604.52,Energía eléctrica
604.53,Vigilancia y seguridad
604.54,Limpieza
604.55,Papelería y artículos de oficina
604.56,Mantenimiento y conservación
604.57,Seguros y fianzas
604.58,Otros impuestos y derechos
604.59,Recargos fiscales
604.60,Cuotas y suscripciones
604.61,Propaganda y publicidad
604.62,Capacitación al personal
604.63,Donativos y ayudas
604.64,Asistencia técnica
604.65,Regalías sujetas a otros porcentajes
604.66,Regalías sujetas al 5%
604.67,Regalías sujetas al 10%
604.68,Regalías sujetas al 15%
604.69,Regalías sujetas al 25%
604.70,Regalías sujetas al 30%
604.71,Regalías sin retención
604.72,Fletes y acarreos
604.73,Gastos de importación
604.74,Patentes y marcas
604.75,Uniformes
604.76,Prediales
604.77,Gastos de fabricación de urbanización
604.78,Gastos de fabricación de construcción
604.79,Fletes del extranjero
604.80,Recolección de bienes del sector agropecuario y/o ganadero
604.81,Gastos no deducibles (sin requisitos fiscales)
604.82,Otros gastos de fabricación
605,Mano de obra directa
605.01,Mano de obra
605.02,Sueldos y Salarios
605.03,Compensaciones
605.04,Tiempos extras
605.05,Premios de asistencia
605.06,Premios de puntualidad
605.07,Vacaciones
605.08,Prima vacacional
605.09,Prima dominical
605.10,Días festivos
605.11,Gratificaciones
605.12,Primas de antigüedad
605.13,Aguinaldo
605.14,Indemnizaciones
605.15,Destajo
605.16,Despensa
605.17,Transporte
605.18,Servicio médico
605.19,Ayuda en gastos funerarios
605.20,Fondo de ahorro
605.21,Cuotas sindicales
605.22,PTU
605.23,Estímulo al personal
605.24,Previsión social
605.25,Aportaciones para el plan de jubilación
605.26,Otras prestaciones al personal
605.27,Asimilados a salarios
605.28,Cuotas al IMSS
605.29,Aportaciones al infonavit
605.30,Aportaciones al SAR
605.31,Otros costos de mano de obra directa
606,Facilidades administrativas fiscales
606.01,Facilidades administrativas fiscales
607,Participación de los trabajadores en las utilidades
607.01,Participación de los trabajadores en las utilidades
608,Participación en resultados de subsidiarias
608.01,Participación en resultados de subsidiarias
609,Participación en resultados de asociadas
609.01,Participación en resultados de asociadas
610,Participación de los trabajadores en las utilidades diferida
610.01,Participación de los trabajadores en las utilidades diferida
611,Impuesto Sobre la renta
611.01,Impuesto Sobre la renta
611.02,Impuesto Sobre la renta por remanente distribuible
612,Gastos no deducibles para CUFIN
612.01,Gastos no deducibles para CUFIN
613,Depreciación contable
613.01,Depreciación de edificios
613.02,Depreciación de maquinaria y equipo
613.03,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
613.04,Depreciación de mobiliario y equipo de oficina
613.05,Depreciación de equipo de cómputo
613.06,Depreciación de equipo de comunicación
613.07,"Depreciación de activos biológicos, vegetales y semovientes"
613.08,Depreciación de otros activos fijos
613.09,Depreciación de ferrocarriles
613.10,Depreciación de embarcaciones
613.11,Depreciación de aviones
613.12,"Depreciación de troqueles, moldes, matrices y herramental"
613.13,Depreciación de equipo de comunicaciones telefónicas
613.14,Depreciación de equipo de comunicación satelital
613.15,Depreciación de equipo de adaptaciones para personas con capacidades diferentes
613.16,Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente
613.17,Depreciación de adaptaciones y mejoras
613.18,Depreciación de otra maquinaria y equipo
614,Amortización contable
614.01,Amortización de gastos diferidos
614.02,Amortización de gastos pre operativos
614.03,"Amortización de regalías, asistencia técnica y otros gastos diferidos"
614.04,Amortización de activos intangibles
614.05,Amortización de gastos de organización
614.06,Amortización de investigación y desarrollo de mercado
614.07,Amortización de marcas y patentes
614.08,Amortización de crédito mercantil
614.09,Amortización de gastos de instalación
614.10,Amortización de otros activos diferidos
700,Resultado integral de financiamiento
701,Gastos financieros
701.01,Pérdida cambiaria
701.02,Pérdida cambiaria nacional parte relacionada
701.03,Pérdida cambiaria extranjero parte relacionada
701.04,Intereses a cargo bancario nacional
701.05,Intereses a cargo bancario extranjero
701.06,Intereses a cargo de personas físicas nacional
701.07,Intereses a cargo de personas físicas extranjero
701.08,Intereses a cargo de personas morales nacional
701.09,Intereses a cargo de personas morales extranjero
701.10,Comisiones bancarias
701.11,Otros gastos financieros
702,Prodcutcos financieros
702.01,Utilidad cambiaria
702.02,Utilidad cambiaria nacional parte relacionada
702.03,Utilidad cambiaria extranjero parte relacionada
702.04,Intereses a favor bancarios nacional
702.05,Intereses a favor bancarios extranjero
702.06,Intereses a favor de personas físicas nacional
702.07,Intereses a favor de personas físicas extranjero
702.08,Intereses a favor de personas morales nacional
702.09,Intereses a favor de personas morales extranjero
702.10,Otros productos financieros
703,Otros gastos
703.01,Pérdida en venta y/o baja de terrenos
703.02,Pérdida en venta y/o baja de edificios
703.03,Pérdida en venta y/o baja de maquinaria y equipo
703.04,"Pérdida en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
703.05,Pérdida en venta y/o baja de mobiliario y equipo de oficina
703.06,Pérdida en venta y/o baja de equipo de cómputo
703.07,Pérdida en venta y/o baja de equipo de comunicación
703.08,"Pérdida en venta y/o baja de activos biológicos, vegetales y semovientes"
703.09,Pérdida en venta y/o baja de otros activos fijos
703.10,Pérdida en venta y/o baja de ferrocarriles
703.11,Pérdida en venta y/o baja de embarcaciones
703.12,Pérdida en venta y/o baja de aviones
703.13,"Pérdida en venta y/o baja de troqueles, moldes, matrices y herramental"
703.14,Pérdida en venta y/o baja de equipo de comunicaciones telefónicas
703.15,Pérdida en venta y/o baja de equipo de comunicación satelital
703.16,Pérdida en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes
703.17,Pérdida en venta y/o baja de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente
703.18,Pérdida en venta y/o baja de otra maquinaria y equipo
703.19,Pérdida por enajenación de acciones
703.20,Pérdida por enajenación de partes sociales
703.21,Otros gastos
704,Otros productos
704.01,Ganancia en venta y/o baja de terrenos
704.02,Ganancia en venta y/o baja de edificios
704.03,Ganancia en venta y/o baja de maquinaria y equipo
704.04,"Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
704.05,Ganancia en venta y/o baja de mobiliario y equipo de oficina
704.06,Ganancia en venta y/o baja de equipo de cómputo
704.07,Ganancia en venta y/o baja de equipo de comunicación
704.08,"Ganancia en venta y/o baja de activos biológicos, vegetales y semovientes"
704.09,Ganancia en venta y/o baja de otros activos fijos
704.10,Ganancia en venta y/o baja de ferrocarriles
704.11,Ganancia en venta y/o baja de embarcaciones
704.12,Ganancia en venta y/o baja de aviones
704.13,"Ganancia en venta y/o baja de troqueles, moldes, matrices y herramental"
704.14,Ganancia en venta y/o baja de equipo de comunicaciones telefónicas
704.15,Ganancia en venta y/o baja de equipo de comunicación satelital
704.16,Ganancia en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes
704.17,Ganancia en venta de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente
704.18,Ganancia en venta y/o baja de otra maquinaria y equipo
704.19,Ganancia por enajenación de acciones
704.20,Ganancia por enajenación de partes sociales
704.21,Ingresos por estímulos fiscales
704.22,Ingresos por condonación de adeudo
704.23,Otros productos
800,Cuentas de orden
801,UFIN del ejercicio
801.01,UFIN
801.02,Contra cuenta UFIN
802,CUFIN del ejercicio
802.01,CUFIN
802.02,Contra cuenta CUFIN
803,CUFIN de ejercicios anteriores
803.01,CUFIN de ejercicios anteriores
803.02,Contra cuenta CUFIN de ejercicios anteriores
804,CUFINRE del ejercicio
804.01,CUFINRE
804.02,Contra cuenta CUFINRE
805,CUFINRE de ejercicios anteriores
805.01,CUFINRE de ejercicios anteriores
805.02,Contra cuenta CUFINRE de ejercicios anteriores
806,CUCA del ejercicio
806.01,CUCA
806.02,Contra cuenta CUCA
807,CUCA de ejercicios anteriores
807.01,CUCA de ejercicios anteriores
807.02,Contra cuenta CUCA de ejercicios anteriores
808,Ajuste anual por inflación acumulable
808.01,Ajuste anual por inflación acumulable
808.02,Acumulación del ajuste anual inflacionario
809,Ajuste anual por inflación deducible
809.01,Ajuste anual por inflación deducible
809.02,Deducción del ajuste anual inflacionario
810,Deducción de inversión
810.01,Deducción de inversión
810.02,Contra cuenta deducción de inversiones
811,Utilidad o pérdida fiscal en venta y/o baja de activo fijo
811.01,Utilidad o pérdida fiscal en venta y/o baja de activo fijo
811.02,Contra cuenta utilidad o pérdida fiscal en venta y/o baja de activo fijo
812,Utilidad o pérdida fiscal en venta acciones o partes sociales
812.01,Utilidad o pérdida fiscal en venta acciones o partes sociales
812.02,Contra cuenta utilidad o pérdida fiscal en venta acciones o partes sociales
813,Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores
813.01,Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores
813.02,Actualización de pérdidas fiscales pendientes de amortizar de ejercicios anteriores
814,Mercancías recibidas en consignación
814.01,Mercancías recibidas en consignación
814.02,Consignación de mercancías recibidas
815,Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas
815.01,Crédito fiscal de IVA e IEPS por la importación de mercancías
815.02,Importación de mercancías con aplicación de crédito fiscal de IVA e IEPS
816,Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas
816.01,Crédito fiscal de IVA e IEPS por la importación de activo fijo
816.02,Importación de activo fijo con aplicación de crédito fiscal de IVA e IEPS
899,Otras cuentas de orden
899.01,Otras cuentas de orden
899.02,Contra cuenta otras cuentas de orden
0,Código para uso exclusivo de contribuyentes del sector financiero
